index,amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
2579,"$10,000",2019,,1 year,,"Media applications and tools; Geographic Information Systems; Journalism, news and information; Advocacy journalism",Activists; Adults,General support,Cash grants,The Marisla Foundation,"Laguna Beach, CA United States",FRACTRACKER ALLIANCE,"Camp Hill, PA United States",General Support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2580,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Public engagement and education,Cash grants,The Martin J Gross Family Foundation I,"Livingston, NJ United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",Charity,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2581,"$10,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Women and girls,"Outreach; Policy, advocacy and systems reform",Cash grants,The New York Women's Foundation,"New York City, NY United States",Women's Enews,"New York City, NY United States",Strategic Discretionary,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2582,"$10,000",2019,,1 year,,"Journalism, news and information; Constituency journalism",Adolescents; Adolescent girls,General support,Cash grants,The Philip and Muriel Berman Foundation,"Los Angeles, CA United States",The Ryman-Carroll Foundation,"LOS ANGELES, CA United States",Core perogram for youth,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2583,"$10,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Advocacy; Ethics and accountability; Systems reform,Cash grants,The Rogovy Foundation,"Wilmington, DE United States","PRO Publica, Inc.","New York City, NY United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2584,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Academics,Program support,Cash grants,The Ronald P and Susan E Lynch Foundation C/o Milton Kain,"New York City, NY United States",Regis University,"Denver, CO United States",Support organization's programs & activities,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2585,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Children and youth; Students,Program support,Cash grants,The Ronald P and Susan E Lynch Foundation C/o Milton Kain,"New York City, NY United States",Masters School,"Dobbs Ferry, NY United States",Support organization's programs & activities,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2586,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,The Ronald P and Susan E Lynch Foundation C/o Milton Kain,"New York City, NY United States",ST JOHNS UNIVERSITY,"Queens, NY United States",Support organization's programs & activities,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2587,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Adolescents; Catholics; Students,Program support,Cash grants,The Ronald P and Susan E Lynch Foundation C/o Milton Kain,"New York City, NY United States",Ignatian Corporation Saint Ignatius High School,"San Francisco, CA United States",Support organization's programs & activities,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2588,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Children; Ethnic and racial groups; Low-income people; Students; Economically disadvantaged people; Children and youth,Program support,Cash grants,The Ronald P and Susan E Lynch Foundation C/o Milton Kain,"New York City, NY United States",WATERSIDE SCHOOL INC,"Stamford, CT United States",Support organization's programs & activities,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2589,"$10,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,THE SKOLL FOUNDATION,"Palo Alto, CA United States","PRO Publica, Inc.","New York City, NY United States",General operating support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2590,"$10,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Constituency journalism",Ethnic and racial groups,Program support; Public engagement and education,Cash grants,The Sugimoto Family Foundation,"Arcadia, CA United States",SOUTHERN CALIFORNIA PUBLIC RADIO,"Pasadena, CA United States",To strengthen the civic and cultural bonds that unite southern california's diverse communities by providing the highest quality news and information service through radio and other interative media.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2591,"$10,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Adults; Young adults,Capacity-building and technical assistance; Regranting,Cash grants,The Wilderness Society,"Washington, DC United States",Society of Environmental Journalists,"Washington, DC United States",Conservation projects,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2592,"$10,000",2019,Initiatives/Madison Initiative,1 year,for support of research on ranked choice voting in Maine,"Journalism, news and information; Journalism education",Not Specified,Not Specified,Cash grants,The William & Flora Hewlett Foundation,"Menlo Park, CA United States",Curators of University of Missouri School of Medicine,"Columbia, MO United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2593,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,The William P Goldman and Brothers Foundation Inc,"ARLINGTON, MA United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",Support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2594,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Public engagement and education,Cash grants,Thomas D & Denise R Stern Family Foundation,"New York City, NY United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",Charitable,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2595,"$10,000",2019,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Advocacy journalism",Not Specified,Program support,Cash grants,TIDES FOUNDATION,"San Francisco, CA United States","Grist Magazine, Inc.","Seattle, WA United States",Project support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2596,"$10,000",2019,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Advocacy journalism",Not Specified,Not Specified,Cash grants,UNITED WAY OF KING COUNTY,"Seattle, WA United States","Grist Magazine, Inc.","Seattle, WA United States",DESIGNATED GIFT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2597,"$10,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Adults,Not Specified,Cash grants,Valerie Adams Memorial Charitable Trust,"Roswell, GA United States",Orion Society,"Northampton, MA United States",Environmental,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2598,"$10,000",2019,,1 year,,"Media Content and Platforms; Film/video; Telecommunications infrastructure; Internet access; Media access and policy; Media justice; Journalism, news and information; Citizen journalism",Ethnic and racial groups; Young women; Adolescent girls; At-risk youth; Refugees and displaced people,General support,Cash grants,VISIONARY WOMEN,"Los Angeles, CA United States",GLOBAL GIRL MEDIA,"Oakland, CA United States",Operational support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2599,"$10,000",2019,,1 year,Bringing Data to Life,"Journalism, news and information; Investigative journalism",Economically disadvantaged people,Presentations and productions; Public engagement and education,Cash grants,Woods Charitable Fund Inc,"Lincoln, NE United States",OpenSky Policy Institute,"Lincoln, NE United States","With your support, Opensky will secure the services of freelance journalists to help put real faces behind the data and analysis we have become known for. The stories these journalists produce will bolster our website content to make our data “come to life”, and also help us pitch new story angles and sources for the mainstream journalists who cover our issues. The purpose of the project is to make our analysis more relatable, thus increasing coverage of our issues and legislative support of our positions.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2600,"$10,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Ex-offenders; Offenders,General support,Cash grants,A L Mailman Family Foundation Inc,"West Harrison, NY United States",MARSHALL PROJECT INC,"New York City, NY United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
