index,amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
2665,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,"Awards, prizes and competitions",Cash grants,Stephen and Margaret Gill Family Foundation,"Atherton, CA United States",Society for Science & The Public,"Washington, DC United States",To support science journalism and education competitions.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2666,"$20,000",2022,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Advocacy journalism",Not Specified,General support,Cash grants,Stuntz Family Foundation,"New York City, NY United States",The American Independent Foundation,"Washington, DC United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2667,"$20,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",Adults,Not Specified,Cash grants,Sustainable Grant Making Partners Fund,"Belvedere Tiburon, CA United States",The Center for Investigative Reporting,"Emeryville, CA United States",InvestigativeReportingthatEnsuresaThriving&HealthyDemocracy,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2668,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Women and girls,Program support,Cash grants,The Annenberg Foundation,"Conshohocken, PA United States",International Womens Media Foundation,"Washington, DC United States",JUSTICE FOR WOMEN JOURNALISTS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2669,"$20,000",2022,,1 year,,"Media Content and Platforms; Film/video; Journalism, news and information; Journalism, news, and information, general",Adolescents; Young adults; Artists and performers,Not Specified,Cash grants,The Chris Hondros Fund,"New York City, NY United States",The Bronx Documentary Center,"Bronx, NY United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2670,"$20,000",2022,,1 year,,"Journalism, news and information; Constituency journalism",Adolescents; Adolescent boys; Adolescent girls,Program support,Cash grants,The Curtis L Carlson Family Foundation,"Hopkins, MN United States",Above the E D G E,"Minneapolis, MN United States",Youth Leadership Program,https://apps.irs.gov/pub/epostcard/cor/416028973_202212_990PF_2023122122147568.pdf
2671,"$20,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Low-income people,Not Specified,Cash grants,The Fine and Greenwald Foundation C/o Marsha Soffer,"Miami, FL United States",Fund for Investigative Journalism Inc,"Washington, DC United States",MEDIA,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2672,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Activists,Public engagement and education,Cash grants,The Fine Fund C/o Ffc Capital Corporation,"Pittsburgh, PA United States",Essential Information Inc,"Washington, DC United States",FOR UNKOCH MY CAMPUS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2673,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,The Horizon Foundation of Howard County Inc,"Columbia, MD United States",States Newsroom,"Washington, DC United States",MARYLAND HEALTH REPORTING 2022,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2674,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism education",Academics,General support,Cash grants,The Howard S Dubin Family Foundation,"Evanston, IL United States",Society of Professional Journalists Foundation,"Indianapolis, IN United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2675,"$20,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,"Policy, advocacy and systems reform; Outreach",Cash grants,The Hunt Family Foundation,"El Paso, TX United States",El Paso Matters Inc,"El Paso, TX United States",SUPPORTS EFFORTS FOR INDEPENDENT INVESTIGATIVE JOURNALISM IN EL PASO.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2676,"$20,000",2022,,1 year,,"Journalism, news and information; Constituency journalism",People of African descent,Program support; General support,Cash grants,The Miami Foundation,"Miami, FL United States",New York Amsterdam News,"New York City, NY United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2677,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support; General support,Cash grants,The Miami Foundation,"Miami, FL United States",Baltimore Beat Inc,"Baltimore, MD United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2678,"$20,000",2022,Special/Other,1 year,Our Body Politic,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,The Nathan Cummings Foundation Inc,"New York City, NY United States",Aubin Pictures Inc,"New York City, NY United States","To support Our Body Politic (OBP), fiscally sponsored by Aubin Pictures, a free, independently produced, nationally syndicated public radio show and weekly podcast that represents the voices of Black women and women of color in politics and power.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2679,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,The Nord Family Foundation,"Amherst, OH United States",The Land Cle,"Cleveland, OH United States",GENERAL OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2680,"$20,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Ex-offenders; Offenders,General support,Cash grants,The Nord Family Foundation,"Amherst, OH United States",MARSHALL PROJECT INC,"New York City, NY United States",GENERAL OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2681,"$20,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",Adults,Recordings and broadcasts; Public engagement and education; Publications,Cash grants,The Richard H Driehaus Foundation,"Chicago, IL United States",Block Club Chicago NFP,"Chicago, IL United States",TO EXPAND INVESTIGATIVE COVERAGE,https://apps.irs.gov/pub/epostcard/cor/363261347_202212_990PF_2023121922144674.pdf
2682,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,The Ronald P and Susan E Lynch Foundation C/o Milton Kain,"New York City, NY United States",Greenwich Education Group's School Foundation Inc,"Stamford, CT United States",SUPPORT ORGANIZATION'S PROGRAMS & ACTIVITIES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2683,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Children and youth; Orphans; Victims of crime and abuse; People with psychosocial disabilities; Families,Program support,Cash grants,The Ronald P and Susan E Lynch Foundation C/o Milton Kain,"New York City, NY United States",Edgewood Center For Children And Families,"San Francisco, CA United States",SUPPORT ORGANIZATION'S PROGRAMS & ACTIVITIES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2684,"$20,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Adults; Young adults,Capacity-building and technical assistance; Regranting,Cash grants,The Roundhouse Foundation,"Sisters, OR United States",Society of Environmental Journalists,"Washington, DC United States",MUSTANG PODCAST,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2685,"$20,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,"Awards, prizes and competitions",Cash grants,The Scripps Howard Foundation,"Cincinnati, OH United States","PRO Publica, Inc.","New York City, NY United States",Scripps Howard Awards Payment,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2686,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,The Scripps Howard Foundation,"Cincinnati, OH United States","International Center for Journalists, Inc.","Washington, DC United States",Journalism Grant,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2687,"$20,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,General support; Program support,Cash grants,The Sherwood Foundation,"Omaha, NE United States",Nebraska Public Media Foundation Inc,"Lincoln, NE United States",2022 OPERATING GRANT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2688,"$20,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Leadership and professional development; Public engagement and education; Program support,Cash grants,The Sumners Foundation,"Irving, TX United States",SAN ANTONIO REPORT,"San Antonio, TX United States",CIVIC ENGAGEMENT REPORTING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
2689,"$20,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Vanguard Charitable,"Malvern, PA United States",Hacks Hackers,"Washington, DC United States",For recipient's exempt purpose,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
