amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
"TOTAL AMOUNT:  $8,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Charles Koch Institute,"Arlington, VA United States",Montclair Local Nonprofit News Inc,"Montclair, NJ United States",EDUCATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $8,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Children and youth; Students,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Charles Koch Institute,"Arlington, VA United States",The 74 Media Inc,"New York City, NY United States",EDUCATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $8,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Charles Koch Institute,"Arlington, VA United States",CONNECTICUT NEWS PROJECT INC,"Hartford, CT United States",EDUCATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $8,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Children and youth; Students,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",EDSOURCE INC,"Oakland, CA United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $8,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,National Institute for Health Care Management Foundation,"Washington, DC United States",Connecticut Health I-Team Inc,"Nantucket, MA United States",EXEMPT PURPOSE RELATED JOURNALISM GRANT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $8,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: People of African descent,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,National Philanthropic Trust,"Jenkintown, PA United States",National Association of Black Journalists,"College Park, MD United States","PUBLIC, SOCIETAL BENEFIT",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $8,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adolescents,SUPPORT STRATEGY: Annual campaigns,TRANSACTION TYPE: Cash grants,Nicholas H Noyes Jr Memorial Foundation,"Carmel, IN United States","Starfish, Inc.","Indianapolis, IN United States",ROUTINE ANNUAL SUPPORTH,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $8,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Systems reform; Ethics and accountability,TRANSACTION TYPE: Cash grants,Organized Crime and Corruption Reporting Project (OCCRP),"Washington, DC United States",Multiple Sub-Saharan Africa Recipients,,SUPPORT TO INVESTIGATIVE JOURNALISM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $8,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Public engagement and education; Program support; Publications; Online media,TRANSACTION TYPE: Cash grants,Patrick and Anna M Cudahy Fund,"Oak Park, IL United States",Wuwm Milwaukee Public Radio,"Milwaukee, WI United States",ENVIRONMENTAL REPORTING INITIATIVE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $8,000",FISCAL YEAR: 2021,"PROGRAM AREA: Social, Racial and Economic Justice",GRANT DURATION: 1 year,GRANT TITLE: Leadership Development/Wellness,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Samuel S Fels Fund,"Philadelphia, PA United States",Philadelphia Association of Black Journalist,"Philadelphia, PA United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $8,000",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Media access and policy; Media access and policy, general; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Bessemer Giving Fund C/o Bessemer Trust Company Trustee,"Woodbridge, NJ United States",Blood Origins Inc,"Collierville, TN United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $8,000",FISCAL YEAR: 2021,PROGRAM AREA: Creativity and Free Expression,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults; Parents; Academics; Activists,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Ford Foundation,"New York City, NY United States",Markup News Inc,"New York City, NY United States",Core support to participate in training programs to strengthen financial resiliency,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $7,960",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Economically disadvantaged people; Incarcerated people,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",The Massachusetts Institute for A New Commonwealth Inc. (MassINC),"Boston, MA United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $7,884",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Artists and performers,"SUPPORT STRATEGY: Awards, prizes and competitions; Publications",TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",Type Media Center,"New York City, NY United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $7,800",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Children and youth; Students,SUPPORT STRATEGY: Research; Program support,TRANSACTION TYPE: Cash grants,San Joaquin a Plus Inc,"Stockton, CA United States",Results in Education Foundation,"Rochester, MI United States",SAN JOAQUIN COUNTY LANDSCAPE ANALYSIS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $7,800",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Constituency journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Schwab Charitable Fund,"Lone Tree, CO United States",Growing Community Media NFP,"Oak Park, IL United States","PUBLIC, SOCIETAL BENEFIT",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $7,744",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States","The Progressive, Inc.","Madison, WI United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $7,720",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Heart to Heart Hospice Foundation,"Plano, TX United States","National Public Radio, Inc.","Washington, DC United States",GENERAL DONATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $7,683",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",American Institute of Philanthropy,"Chicago, IL United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $7,670",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,"Network for Good, Inc.","Washington, DC United States",Institute for Advanced Journalism Studies Inc,"Owings Mills, MD United States",UNRESTRICTED,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $7,606",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Researchers; Activists,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,America's Charities,"Chantilly, VA United States",REPORTERS COMMITTEE FOR FREEDOM OF THE PRESS,"Washington, DC United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $7,600",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,"SUPPORT STRATEGY: Policy, advocacy and systems reform",TRANSACTION TYPE: Cash grants,Greater Houston Community Foundation,"Houston, TX United States",National Review Institute,"New York City, NY United States","UNKNOWN, UNCLASSIFIED",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $7,560",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Jewish Community Federation of San Francisco the Peninsula Marin & Sonoma,"San Francisco, CA United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",PUBLIC/SOCIETY BENEFIT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $7,557",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The Weininger Foundation Inc,"New York City, NY United States",Center for Public Integrity,"Washington, DC United States",SUPPORT PROGRAMS FOR INEQUALITY.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $7,550",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Rhode Island Community Foundation,"Providence, RI United States",Ecori Inc,"Providence, RI United States",GENERAL SUPPORT; GENERAL OPERATING; AS MOST NEEDED,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $7,548",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support; Public engagement and education; Ethics and accountability,TRANSACTION TYPE: Cash grants,Dt Institute,"Arlington, VA United States",Multiple EUROPE (INCLUDING ICELAND & GREENLAND) Recipients,,ANTI-DISINFORMATION HUB: EXPOSING MALIGN INFLUENCES THROUGH WATCHDOG JOURNALISM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $7,536",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,American Online Giving Foundation Inc,"Newark, DE United States","International Center for Journalists, Inc.","Washington, DC United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $7,510",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,American Online Giving Foundation Inc,"Newark, DE United States",FOOD AND ENVIRONMENT REPORTING NETWORK,"New York City, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $7,500",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Altman Foundation,"New York City, NY United States",Inside Climate News,"Brooklyn, NY United States",MATCHING GIFT FOR PROGRAMS AND INIATIVES IN NEW YORK,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $7,500",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: LGBTQ people,SUPPORT STRATEGY: Conferences and exhibitions,TRANSACTION TYPE: Cash grants,American Medical Association,"Chicago, IL United States",National Lesbian & Gay Journalists Association,"Washington, DC United States",ASSOCIATION OF LGBTQ JOURNALISTS NATIONAL CONVENTION SPONSORSHIP,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $7,500",FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Aspen Community Foundation,"Basalt, CO United States",Aspen Journalism,"Aspen, CO United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
