amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
"TOTAL AMOUNT:  $25,500",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Fairfield County's Community Foundation,"Norwalk, CT United States",CONNECTICUT NEWS PROJECT INC,"Hartford, CT United States",FOR GENERAL SUPPORT.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,500",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth; Families,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,National Philanthropic Trust,"Jenkintown, PA United States",NORTH TEXAS PUBLIC BROADCASTING INC,"Dallas, TX United States",CULTURE & ARTS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,475",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Schwab Charitable Fund,"Lone Tree, CO United States",Inside Climate News,"Brooklyn, NY United States","PUBLIC, SOCIETAL BENEFIT",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,350",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Citizen journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Schwab Charitable Fund,"Lone Tree, CO United States",Online Journalism Project Incorporated,"New Haven, CT United States",HEALTH,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; American Indians,SUPPORT STRATEGY: Public engagement and education; Recordings and broadcasts; Program support,TRANSACTION TYPE: Cash grants,ARNALL FAMILY FOUNDATION INC,"Oklahoma City, OK United States",Sustainable Journalism Foundation DBA: NonDoc Media,"Oklahoma City, OK United States","NonDoces mission is to produce and distribute quality journalism with context that enables civic involvement. NonDoces vision is to sustain reporting on under-covered civic issues while increasing public knowledge and encouraging public dialogue. Philanthropic support is vital to support NonDoc's general reporting, including on topics like the Oklahoma Legislature, local civics, tribal affairs, education, criminal justice and elections",https://arnallfamilyfoundation.org/awards/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,PROGRAM AREA: Community,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; American Indians,SUPPORT STRATEGY: Public engagement and education; Recordings and broadcasts; Program support,TRANSACTION TYPE: Cash grants,ARNALL FAMILY FOUNDATION INC,"Oklahoma City, OK United States",Sustainable Journalism Foundation DBA: NonDoc Media,"Oklahoma City, OK United States","NonDoc's mission is to produce and distribute quality journalism with context that enables civic involvement. NonDoc's vision is to sustain reporting on under-covered civic issues while increasing public knowledge and encouraging public dialogue. Philanthropic support is vital to support NonDoc's general reporting, including on topics like the Oklahoma Legislature, local civics, tribal affairs, education, criminal justice and elections",https://arnallfamilyfoundation.org/awards/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Ethnic and racial groups; Extremely poor people; Women and girls; Indigenous peoples; Low-income people,SUPPORT STRATEGY: Public engagement and education,TRANSACTION TYPE: Cash grants,Auriga Charitable Foundation,"North Scituate, MA United States",Global Press Institute,"Washington, DC United States",Support global journalism,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism; Journalism education",POPULATION SERVED: Researchers,SUPPORT STRATEGY: Fellowships,TRANSACTION TYPE: Cash grants,Ben J Altheimer Charitable Foundation Inc,"Little Rock, AR United States",University of Arkansas Foundation Inc,"Fayetteville, AR United States",TO ESTABLISH BEN J. ALTHEIMER PUBLIC SERVICE FELLOWSHIP,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,"SUPPORT STRATEGY: Policy, advocacy and systems reform",TRANSACTION TYPE: Cash grants,Bill & Susan Oberndorf Foundation,"San Francisco, CA United States",National Review Institute,"New York City, NY United States",GENERAL CHARITY,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,California Community Foundation,"Los Angeles, CA United States",Global Media Outreach,"Plano, TX United States",RELIGION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,GRANT TITLE: Elevating the Impacts of Health and Racial Inequities on Californians,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,California Endowment,"Los Angeles, CA United States",Capital & Main,"Los Angeles, CA United States",To increase media attention and publications addressing issues of racial health disparities contributing to injustices in communities across California and reporting stories on solutions to the larger challenge of creating greater equity and health outcomes for all Californians.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 month,GRANT TITLE: Advancing Racial Equity for Californians via Health Media Coverage,SUBJECT:Investigative journalism; Advocacy journalism,POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The California Endowment,"Los Angeles, CA United States",CALmatters,"Sacramento, CA United States","To promote sharing critical health care information via wide media coverage that can have a significant impact on the well-being of a cross-section of multi-generational Californians, as well as exposing and exploring law and policies that have led to racial and societal inequities in California.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,GRANT TITLE: Expanding Health Equity News Coverage for Communities of Color,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Families,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,California Endowment,"Los Angeles, CA United States",Cityside Journalism Initiative,"Berkeley, CA United States",To amplify regional racial and health equity news reporting that will increase the health outcomes of communities of color throughout Northern California.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Charina Endowment Fund Inc,"New York City, NY United States","Committee to Protect Journalists, Inc.","New York City, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Constituency journalism; Citizen journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Chicago Instructional Technology Foundation Inc,"Longmont, CO United States",City Bureau,"Chicago, IL United States",CORE SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Cogan Family Foundation,"Boston, MA United States","National Public Radio, Inc.","Washington, DC United States",General Purpose,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,"Community Foundation of Sarasota County, Inc.","Sarasota, FL United States",Center for Public Integrity,"Washington, DC United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,David and Katherine Moore Family Foundation,"Rye Brook, NY United States","Committee to Protect Journalists, Inc.","New York City, NY United States",FOR GENERAL SUPPORT WITH A PREFERENCE FOR WORK IN THE US.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Donald M Ephraim Family Foundation,"Chicago, IL United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Ducommun & Gross Foundation,"Healdsburg, CA United States","National Public Radio, Inc.","Washington, DC United States",CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Earthward Bound Foundation,"Cincinnati, OH United States","Cincinnati Public Radio, Inc.","Cincinnati, OH United States",Journalism,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Ethnic and racial groups; Work status and occupations,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Ed Uihlein Family Foundation,"Lake Forest, IL United States",Daily Caller News Foundation,"Washington, DC United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth; Ethnic and racial groups,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Essex County Community Foundation,"Beverly, MA United States",ISSUE ONE,"Washington, DC United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Recordings and broadcasts; Public engagement and education,TRANSACTION TYPE: Cash grants,Fleming Endowment,"Houston, TX United States",Houston Public Media Foundation,"Houston, TX United States","TO INFORM AND INSPIRE FOR THE LOVE OF HOUSTON WITH FREE ACCESS TO INFORMATIVE, EDUCATIONAL AND INSPIRING CONTENT THROUGH A MULTI-MEDIA PLATFORM THAT INCLUDES TV 8 | PBS, NEWS 88.7 | NPR AND CLASSICAL HD",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Fulk Family Foundation Inc,"Chicago, IL United States",Institute for the Advancement of Journalistic Clarity,"Petrolia, CA United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $25,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Age groups; Ethnic and racial groups,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,George H and Estelle M Sands Foundation C/o Jeffrey H Sands Trustee,"Princeton, NJ United States",CalMatters,"Sacramento, CA United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
