amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
"TOTAL AMOUNT:  $5,881",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Web-based media; Mobile media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,"Network for Good, Inc.","Washington, DC United States",CAPITAL PUBLIC RADIO INC,"Sacramento, CA United States",Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,670",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Jewish Community Federation of San Francisco the Peninsula Marin & Sonoma,"San Francisco, CA United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",Public/society benefit,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,636",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth; Families,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,America's Charities,"Chantilly, VA United States",NORTH TEXAS PUBLIC BROADCASTING INC,"Dallas, TX United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,630",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism education",POPULATION SERVED: Academics; Ethnic and racial groups,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Mitchell Kapor Foundation,"Oakland, CA United States",ROBERT C MAYNARD INSTITUTE FOR JOURNALISM EDUCATION,"Oakland, CA United States",GENERAL SUPPORT / MATCHING GIFT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,605",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",Nevada City Community Broadcast Group,"Nevada City, CA United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,550",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,National Philanthropic Trust,"Jenkintown, PA United States",Colorado Public Radio,"Centennial, CO United States",Culture & arts,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,520",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Ethnic and racial groups; LGBTQ people,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,"Network for Good, Inc.","Washington, DC United States",Bgd Press Inc,"Pelham, MA United States",Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,500",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Ex-offenders; Offenders,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,American Endowment Foundation,"Hudson, OH United States",MARSHALL PROJECT INC,"New York City, NY United States",PROGRAMS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,500",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Adults,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,American Endowment Foundation,"Hudson, OH United States",International Documentary Association,"Los Angeles, CA United States",PROGRAMS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,500",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Parents; Children and youth; Adults; Ethnic and racial groups; Caregivers; Families; Non-adult children; Widows and widowers; Religious groups; Women and girls; Heterosexuals; LGBTQ people; Men and boys; At-risk youth; Economically disadvantaged people; Immigrants and migrants; Incarcerated people; Nomadic people; Victims and oppressed people; Academics; Activists; Artists and performers; Domestic workers; Emergency responders; Farmers; Military personnel; Retired people; Self-employed people; Sex workers; Unemployed people; Veterans,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,American Press Institute Inc,"Arlington, VA United States",Charlottesville Tomorrow,"Charlottesville, VA United States",TRUSTED NEWS ELECTIONS MICROGRANTS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,500",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,FJC - A Foundation of Donor Advised Funds,"New York City, NY United States","Committee to Protect Journalists, Inc.","New York City, NY United States",GENERAL OPERATING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,500",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Media access and policy; Media literacy; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Adults; Children and youth; At-risk youth; Economically disadvantaged people,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Greater Washington Educational Telecommunications Association Inc,"Arlington, VA United States",LV PUBLIC TELECOMMUNICATIONS CORP. WLVT-TV CHANNEL 39,"Bethlehem, PA United States",Station grant,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,500",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,ImpactAssets,"Bethesda, MD United States",Mother Jones,"San Francisco, CA United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,500",FISCAL YEAR: 2020,PROGRAM AREA: Economic Vitality: Community Development,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Oregon Community Foundation,"Portland, OR United States","National Public Radio, Inc.","Washington, DC United States",For general support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,500",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics,SUPPORT STRATEGY: Publications,TRANSACTION TYPE: Cash grants,Saint Louis Community Foundation,"St Louis, MO United States",The Trustees of Columbia University in the City of New York,"New York City, NY United States",COLUMBIA JOURNALISM REVIEW,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,500",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Advocacy journalism",POPULATION SERVED: Incarcerated people; Low-income people,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The Loring Wolcott & Coolidge Charitable Trust-I,"BOSTON, MA United States",Human Rights Defense Center Inc,"Lake Worth Beach, FL United States",Program support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,496",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Advocacy; Equal access; Public engagement and education; Systems reform,TRANSACTION TYPE: Cash grants,RIGHTS AND RESOURCES INSTITUTE INC,"Washington, DC United States",Multiple South Asia Recipients,,"GENERATE KEY INFORMATION AND INPUTS FOR THE SUPREME COURT CASE, SUPPORTING A LARGE POLITICAL AND MEDIA NARRATIVE TO DEFEND THE FOREST RIGHTS ACT",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,415",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,American Online Giving Foundation Inc,"Newark, DE United States",Institute for Nonprofit News,"Beverly Hills, CA United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,407",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Ethnic and racial groups,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,American Online Giving Foundation Inc,"Newark, DE United States","Community Communications, Inc.","Orlando, FL United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,400",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Families; Non-adult children; Parents; Economically disadvantaged people,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The IV Fund,"Folsom, CA United States",Ideastream,"Cleveland, OH United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,391",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,PayPal Giving Fund,"Washington, DC United States",Emerald Media Group Inc,"Eugene, OR United States",General Support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,356",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Jewish Communal Fund,"New York City, NY United States",Mesorah Heritage Foundation,"Rahway, NJ United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,350",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Jewish Communal Fund,"New York City, NY United States","WMHT Educational Telecommunications, Inc.","Troy, NY United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,333",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Seattle Foundation,"Seattle, WA United States",Making Contact / International Media Project,"Oakland, CA United States",Making Contact,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,295",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Researchers; Activists,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,PayPal Giving Fund,"Washington, DC United States",REPORTERS COMMITTEE FOR FREEDOM OF THE PRESS,"Washington, DC United States",General Support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,280",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fund for Investigative Journalism Inc,"Washington, DC United States",INVESTIGATEWEST,"Seattle, WA United States",Investigative journalism,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,250",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,American Endowment Foundation,"Hudson, OH United States",American Journalism Project Inc,"Washington, DC United States",PROGRAMS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,250",FISCAL YEAR: 2020,PROGRAM AREA: Program Grant,GRANT DURATION: 1 year,GRANT TITLE: Solutions Journalism Technical Support: Laconia Daily Sun,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Capacity-building and technical assistance; Program support,TRANSACTION TYPE: Cash grants,Endowment for Health Inc,"Concord, NH United States",SOLUTIONS JOURNALISM NETWORK INC,"New York City, NY United States",To assist Laconia Daily Sun with reporting solutions journalism approaches by providing ongoing technical assistance.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,250",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Capacity-building and technical assistance; Program support; Public engagement and education,TRANSACTION TYPE: Cash grants,Mckinney Family Foundation Inc,"Indianapolis, IN United States",Nuvo Cultural Foundation Inc,"Indianapolis, IN United States",TO PROMOTE NONPROFIT COMMUNITY JOURNALISM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
