Foundation Name,EIN,Source,URL,State,Place-based,Geographic area(s) served,Subject area(s),Population(s) served,Year,Total revenue,Total expenses,Net income,Revenue source 1,Percent of total revenue 1,Revenue source 2,Percent of revenue 2,Revenue source 3,Percent of revenue 3,Other revenue sources,Percent of revenue other,Expense category 1,Proportion of total expenses 1,Expense category 2,Proportion of total expenses 2,Total assets,Total liabilities,Net assets,State_abbr,efile,ein,tax_pd,subseccd,s501c3or4947a1cd,schdbind,politicalactvtscd,lbbyingactvtscd,subjto6033cd,dnradvisedfundscd,prptyintrcvdcd,maintwrkofartcd,crcounselingqstncd,hldassetsintermpermcd,rptlndbldgeqptcd,rptinvstothsecd,rptinvstprgrelcd,rptothasstcd,rptothliabcd,sepcnsldtfinstmtcd,sepindaudfinstmtcd,inclinfinstmtcd,operateschools170cd,frgnofficecd,frgnrevexpnscd,frgngrntscd,frgnaggragrntscd,rptprofndrsngfeescd,rptincfnndrsngcd,rptincgamingcd,operatehosptlcd,hospaudfinstmtcd,rptgrntstogovtcd,rptgrntstoindvcd,rptyestocompnstncd,txexmptbndcd,invstproceedscd,maintescrwaccntcd,actonbehalfcd,engageexcessbnftcd,awarexcessbnftcd,loantofficercd,grantoofficercd,dirbusnreltdcd,fmlybusnreltdcd,servasofficercd,recvnoncashcd,recvartcd,ceaseoperationscd,sellorexchcd,ownsepentcd,reltdorgcd,intincntrlcd,orgtrnsfrcd,conduct5percentcd,compltschocd,f1096cnt,fw2gcnt,wthldngrulescd,noemplyeesw3cnt,filerqrdrtnscd,unrelbusinccd,filedf990tcd,frgnacctcd,prohibtdtxshltrcd,prtynotifyorgcd,filedf8886tcd,solicitcntrbcd,exprstmntcd,providegoodscd,notfydnrvalcd,filedf8282cd,f8282cnt,fndsrcvdcd,premiumspaidcd,filedf8899cd,filedf1098ccd,excbushldngscd,s4966distribcd,distribtodonorcd,initiationfees,grsrcptspublicuse,grsincmembers,grsincother,filedlieuf1041cd,txexmptint,qualhlthplncd,qualhlthreqmntn,qualhlthonhnd,rcvdpdtngcd,filedf720cd,totreprtabled,totcomprelatede,totestcompf,noindiv100kcnt,nocontractor100kcnt,totcntrbgfts,prgmservcode2acd,totrev2acola,prgmservcode2bcd,totrev2bcola,prgmservcode2ccd,totrev2ccola,prgmservcode2dcd,totrev2dcola,prgmservcode2ecd,totrev2ecola,totrev2fcola,totprgmrevnue,invstmntinc,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,rntlexpnsreal,rntlexpnsprsnl,rntlincreal,rntlincprsnl,netrntlinc,grsalesecur,grsalesothr,cstbasisecur,cstbasisothr,gnlsecur,gnlsothr,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,grsalesinvent,lesscstofgoods,netincsales,miscrev11acd,miscrevtota,miscrev11bcd,miscrevtot11b,miscrev11ccd,miscrevtot11c,miscrevtot11d,miscrevtot11e,totrevenue,grntstogovt,grnsttoindiv,grntstofrgngovt,benifitsmembrs,compnsatncurrofcr,compnsatnandothr,othrsalwages,pensionplancontrb,othremplyeebenef,payrolltx,feesforsrvcmgmt,legalfees,accntingfees,feesforsrvclobby,profndraising,feesforsrvcinvstmgmt,feesforsrvcothr,advrtpromo,officexpns,infotech,royaltsexpns,occupancy,travel,travelofpublicoffcl,converconventmtng,interestamt,pymtoaffiliates,deprcatndepletn,insurance,othrexpnsa,othrexpnsb,othrexpnsc,othrexpnsd,othrexpnse,othrexpnsf,totfuncexpns,nonintcashend,svngstempinvend,pldgegrntrcvblend,accntsrcvblend,currfrmrcvblend,rcvbldisqualend,notesloansrcvblend,invntriesalesend,prepaidexpnsend,lndbldgsequipend,invstmntsend,invstmntsothrend,invstmntsprgmend,intangibleassetsend,othrassetsend,totassetsend,accntspayableend,grntspayableend,deferedrevnuend,txexmptbndsend,escrwaccntliabend,paybletoffcrsend,secrdmrtgsend,unsecurednotesend,othrliabend,totliabend,unrstrctnetasstsend,temprstrctnetasstsend,permrstrctnetasstsend,capitalstktrstend,paidinsurplusend,retainedearnend,totnetassetend,totnetliabastend,nonpfrea,totnooforgscnt,totsupport,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,pubsuppsubtot170,exceeds2pct170,pubsupplesspct170,samepubsuppsubtot170,grsinc170,netincunreltd170,othrinc170,totsupp170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,grsrcptsactivities509,txrevnuelevied509,srvcsval509,pubsuppsubtot509,rcvdfrmdisqualsub509,exceeds1pct509,subtotpub509,pubsupplesub509,samepubsuppsubtot509,grsinc509,unreltxincls511tx509,subtotsuppinc509,netincunrelatd509,othrinc509,totsupp509
San Francisco Foundation,10679337,RFA Community News Funds,https://sff.org,,,,,,2023.0,"159,316,562","212,475,588","-53,159,026",Contributions,0.887,Investment Income,0.11,Other Revenue,0.002,"Sales of Assets, Royalties",0.001,Other Salaries and Wages,0.052,Executive Compensation,0.012,"1,718,316,930","109,375,684","1,608,941,246",,E,10679337.0,202206.0,3.0,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,114.0,0.0,Y,127.0,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0.0,N,N,N,N,N,N,N,0.0,0.0,0.0,0.0,N,0.0, ,0.0,0.0,N,N,2515247.0,0.0,520470.0,41.0,21.0,182753383.0,      ,0.0,      ,0.0,      ,0.0,      ,0.0,      ,0.0,0.0,0.0,10800326.0,0.0,6186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332366167.0,0.0,228526072.0,0.0,103840095.0,0.0,103840095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900099,36719.0,      ,0.0,      ,0.0,0.0,36719.0,297436709.0,240993743.0,319000.0,262783.0,0.0,1932075.0,0.0,10431303.0,881702.0,1481594.0,840936.0,0.0,95291.0,155629.0,0.0,0.0,4180102.0,2691183.0,117879.0,58834.0,0.0,0.0,1234447.0,54270.0,0.0,92694.0,0.0,0.0,278125.0,189544.0,1860879.0,460621.0,443100.0,166518.0,0.0,882575.0,270104827.0,0.0,1267549.0,4934130.0,1544340.0,0.0,0.0,0.0,0.0,315658.0,341455.0,1143583508.0,422054946.0,30586329.0,0.0,30173852.0,1634801767.0,1583740.0,13300563.0,0.0,0.0,0.0,0.0,0.0,0.0,76740643.0,91624946.0,623139070.0,920037751.0,0.0,0.0,0.0,0.0,1543176821.0,1634801767.0,7,0.0,0.0,856756727.0,0.0,0.0,856756727.0,76690276.0,780066451.0,856756727.0,50431211.0,4114090.0,1273588.0,912575616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MacArthur Foundation,510214450,100 Days in Appalachia,https://www.macfound.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford Foundation,201641095,100 Reporters,https://www.fordfoundation.org,,,,,,,,,,,,,,,,,,,,,,,,,,E,201641095.0,202306.0,3.0,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,0.0,0.0,Y,0.0,N,N,N,N,N,N,N,N,N,N,N,N,0.0,N,N,N,N,N,N,N,0.0,0.0,0.0,0.0,N,0.0, ,0.0,0.0,N,N,0.0,113378.0,0.0,0.0,0.0,1323.0,      ,0.0,      ,0.0,      ,0.0,      ,0.0,      ,0.0,0.0,0.0,31753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,      ,0.0,      ,0.0,      ,0.0,0.0,0.0,33076.0,89394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.0,0.0,0.0,0.0,0.0,0.0,0.0,91420.0,33321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453629.0,0.0,0.0,0.0,1903.0,1488853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488853.0,1488853.0,1488853.0,14,1.0,89394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MacArthur Foundation,510214450,100 Reporters,https://www.macfound.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Miami Foundation,650350357,Alameda Post,https://miamifoundation.org,,,,,,2022.0,"113,981,496","81,136,698","32,844,798",Contributions,0.853,Investment Income,0.08,Sales of Assets,0.055,"Program Services, Royalties, Other Revenue",0.013,Other Salaries and Wages,0.028,Executive Compensation,0.012,"438,006,992","39,473,428","398,533,564",,E,650350357.0,202212.0,3.0,Y,Y,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,445.0,0.0,Y,50.0,Y,N,N,N,N,N,N,N,N,N,N,N,0.0,N,N,N,N,N,N,N,0.0,0.0,0.0,0.0,N,0.0, ,0.0,0.0,N,N,1318381.0,0.0,137264.0,7.0,5.0,97215732.0,900099,1108691.0,      ,0.0,      ,0.0,      ,0.0,      ,0.0,0.0,1108691.0,9073860.0,0.0,216334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171511427.0,0.0,165281970.0,0.0,6229457.0,0.0,6229457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900099,137422.0,      ,0.0,      ,0.0,0.0,137422.0,113981496.0,71508396.0,715179.0,310504.0,0.0,982002.0,0.0,2255083.0,89964.0,419519.0,220414.0,0.0,94870.0,28704.0,0.0,0.0,1515669.0,1839554.0,0.0,372813.0,0.0,0.0,315402.0,0.0,0.0,44476.0,0.0,0.0,111223.0,64074.0,151438.0,68652.0,27614.0,1148.0,0.0,0.0,81136698.0,1854388.0,10853926.0,597138.0,61771.0,0.0,0.0,0.0,0.0,462458.0,228779.0,363809540.0,45089333.0,0.0,322677.0,14726982.0,438006992.0,1038229.0,0.0,886236.0,0.0,32364931.0,0.0,0.0,0.0,5184032.0,39473428.0,378197961.0,20335603.0,0.0,0.0,0.0,0.0,398533564.0,438006992.0,8,0.0,0.0,393317199.0,0.0,0.0,393317199.0,61898301.0,331418898.0,393317199.0,17429562.0,0.0,312677.0,411059438.0,1984159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inasmuch Foundation,731167188,Arizona Center for Investigative Reporting,https://inasmuchfoundation.org,,,,,,2023.0,"22,424,607","24,957,232","-2,532,625",Other Income,0.367,Sales of Assets,0.328,Dividends,0.305,,,Charitable Disbursements ,0.971,Compensation of Officers,0.063,"403,161,605","8,090,489","395,071,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Reva & David Logan Foundation,452304611,Arizona Center for Investigative Reporting,https://loganfdn.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Scripps Howard Foundation,316025114,Arizona Center for Investigative Reporting,https://scripps.com/fund/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitalyst Health Foundation,860097240,Arizona Center for Investigative Reporting,http://vitalysthealth.org,,,,,,2023.0,"7,425,107","6,403,317","1,021,790",Sales of Assets ,0.78,Investment Income,0.209,Contributions,0.011,,,Other Salaries and Wages,0.116,Executive Compensation,0.084,"131,380,534","1,899,277","129,481,257",,E,860097240.0,202206.0,3.0,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,44.0,0.0,N,23.0,Y,N,N,Y,N,N,N,N,N,N,N,N,0.0,N,N,N,N,N,N,N,0.0,0.0,0.0,0.0,N,0.0, ,0.0,0.0,N,N,685781.0,0.0,100237.0,4.0,1.0,257710.0,      ,0.0,      ,0.0,      ,0.0,      ,0.0,      ,0.0,0.0,0.0,3067488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59553276.0,0.0,45204985.0,0.0,14348291.0,0.0,14348291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,      ,0.0,      ,0.0,      ,0.0,0.0,0.0,17673489.0,0.0,0.0,0.0,0.0,560053.0,0.0,616424.0,59982.0,85782.0,85437.0,0.0,10113.0,19750.0,10714.0,0.0,722209.0,45479.0,21981.0,23146.0,62770.0,0.0,221274.0,12794.0,0.0,63785.0,0.0,0.0,39387.0,0.0,4284060.0,976163.0,86325.0,23106.0,0.0,16077.0,8046811.0,105515.0,1370032.0,0.0,21943.0,0.0,0.0,0.0,0.0,22917.0,9481.0,84130598.0,36825186.0,0.0,0.0,0.0,122485672.0,210541.0,1318850.0,0.0,0.0,0.0,0.0,0.0,0.0,36786.0,1566177.0,101178275.0,19741220.0,0.0,0.0,0.0,0.0,120919495.0,122485672.0,12,98.0,4284060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Carter Center,581454716,Arizona Center for Investigative Reporting,https://www.cartercenter.org,,,,,,2023.0,"153,773,756","148,740,967","5,032,789",Contributions,0.742,Investment Income,0.256,Other Revenue,0.002,,,Other Salaries and Wages,0.273,Executive Compensation,0.019,"1,153,764,230","25,680,885","1,128,083,345",,E,581454716.0,202208.0,3.0,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,356.0,0.0,Y,278.0,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,0.0,N,N,N,N,N,N,N,0.0,0.0,0.0,0.0,N,0.0, ,0.0,0.0,N,N,2687475.0,0.0,391397.0,56.0,33.0,94159855.0,      ,0.0,      ,0.0,      ,0.0,      ,0.0,      ,0.0,0.0,0.0,36442224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1347588.0,1347588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532000,252509.0,      ,0.0,      ,0.0,0.0,252509.0,130854588.0,1399747.0,90000.0,5123769.0,0.0,2501855.0,25231.0,36543139.0,0.0,9916827.0,0.0,0.0,338212.0,516837.0,0.0,99050.0,0.0,17631648.0,1879219.0,7209642.0,1374906.0,0.0,2490499.0,17777924.0,0.0,1954181.0,0.0,0.0,755972.0,813135.0,7339510.0,4385225.0,1852247.0,0.0,0.0,0.0,122018775.0,75452534.0,0.0,230163.0,9059925.0,0.0,0.0,0.0,0.0,33286.0,4923280.0,11334011.0,1047539542.0,0.0,0.0,2435365.0,1151008106.0,9785350.0,0.0,6111603.0,0.0,0.0,0.0,0.0,0.0,6204467.0,22101420.0,423491324.0,705415362.0,0.0,0.0,0.0,0.0,1128906686.0,1151008106.0,7,0.0,0.0,470241700.0,0.0,0.0,470241700.0,62630793.0,407610907.0,470241700.0,170429675.0,0.0,1340255.0,642011630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Murray & Dottie Goodman Family Foundation,942851587,Arizona Center for Investigative Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert R. Woodruff Foundation,,Atlantic Civic Circle,https://woodruff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew W. Mellon Foundation,131879954,Atlantic Civic Circle,https://www.mellon.org,,,,,,2022.0,"320,667,704","688,730,792","-368,063,088",Sales of Assets,0.931,Dividends,0.069,Interest Revenue,<.01,Other Income,<.01,Charitable Disbursements,0.814,Compensation of Officers,0.012,"8,189,888,621","677,681,296","7,512,207,325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Community Foundation for Greater Atlanta,581344646,Atlantic Civic Circle,https://cfgreateratlanta.org,,,,,,2022.0,"170,621,384","207,338,080","-36,716,696",Contributions,0.698,Sales of Assets,0.194,Investment Income,0.1,Program Services,0.008,Other Salaries and Wages,0.022,Executive Compensation,0.007,"1,082,753,744","55,719,497","1,027,034,247",,E,581344646.0,202212.0,3.0,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,122.0,0.0,Y,70.0,Y,Y,Y,N,N,N,N,N,N,N,N,N,0.0,N,N,N,N,N,N,N,0.0,0.0,0.0,0.0,N,0.0, ,0.0,0.0,N,N,2218322.0,0.0,241690.0,17.0,11.0,119143018.0,523940,1390247.0,      ,0.0,      ,0.0,      ,0.0,      ,0.0,0.0,1390247.0,17021641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611128614.0,0.0,578062136.0,0.0,33066478.0,0.0,33066478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,      ,0.0,      ,0.0,      ,0.0,0.0,0.0,170621384.0,187149223.0,3877553.0,313600.0,0.0,1552174.0,0.0,4509735.0,136204.0,392532.0,391702.0,0.0,200760.0,69747.0,18000.0,0.0,4319017.0,1736502.0,595382.0,173776.0,461424.0,0.0,564333.0,96747.0,0.0,317286.0,0.0,0.0,93726.0,85878.0,108480.0,90449.0,83850.0,0.0,0.0,0.0,207338080.0,9168336.0,0.0,114792812.0,2977142.0,0.0,0.0,12751306.0,0.0,2060192.0,704578.0,652081718.0,277897115.0,6840232.0,0.0,3480313.0,1082753744.0,4326082.0,32005688.0,300000.0,0.0,10426239.0,0.0,0.0,0.0,8661488.0,55719497.0,976454004.0,50580243.0,0.0,0.0,0.0,0.0,1027034247.0,1082753744.0,7,0.0,0.0,804119632.0,0.0,0.0,804119632.0,207974846.0,596144786.0,804119632.0,86049357.0,0.0,395434.0,890564423.0,4926025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur M. Blank Family Foundation*,383983213,Atlantic Civic Circle,https://blankfoundation.org,,,,,,2022.0,"105,332,175","85,235,512","20,096,663",Contributions,0.952,Sales of Assets,0.036,Dividends,0.012,,,Charitable Disbursements,1,Compensation of Officers,0.013,"350,993,140","299,866,447","51,126,693",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catena Foundation,813783868,Aspen Journalism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lynda and Stewart Resnick Foundation,922289753,Aspen Journalism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ridgeway Holmstrom Family Fund,,Aspen Journalism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose Community Foundation (Colorado Media Project),,Aspen Journalism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California Health Equity Impact Fund,,Center for Health Journalism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
