amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media justice; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Park Foundation Inc,"Ithaca, NY United States",Institute for Public Affairs,"Chicago, IL United States",GENERAL OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Ploughshares Foundation,"Chicago, IL United States","Committee to Protect Journalists, Inc.","New York City, NY United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,PolicyLink,"Oakland, CA United States",International Documentary Association,"Los Angeles, CA United States",CORE SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Activists,SUPPORT STRATEGY: Equal access; Program support,TRANSACTION TYPE: Cash grants,Reebok Foundation Inc,"Boston, MA United States",Lynn Public Schools,"Boston, MA United States",DEFENDER OF PHYSICAL ACTIVTY GRANT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,ROCKEFELLER FAMILY FUND INC,"New York City, NY United States",The Center for Investigative Reporting,"Emeryville, CA United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,San Diego Foundation,"San Diego, CA United States",Housing 4 the Homeless,"La Jolla, CA United States",FOR THE GENERAL FUND,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Adults; Economically disadvantaged people,"SUPPORT STRATEGY: Awards, prizes and competitions; Network-building and collaboration",TRANSACTION TYPE: Cash grants,SAND COUNTY FOUNDATION INC,"Madison, WI United States",NEW JERSEY FUTURE INC,"Trenton, NJ United States",WATER DATA PRIZE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Economically disadvantaged people; Adults,"SUPPORT STRATEGY: Awards, prizes and competitions; Network-building and collaboration",TRANSACTION TYPE: Cash grants,SAND COUNTY FOUNDATION INC,"Madison, WI United States",Center for Neighborhood Technology,"Chicago, IL United States",WATER DATA PRIZE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support; Advocacy,TRANSACTION TYPE: Cash grants,Seattle Foundation,"Seattle, WA United States",INVESTIGATEWEST,"Seattle, WA United States",to provide general support.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Constituency journalism",POPULATION SERVED: Adolescents; Adolescent boys; Adolescent girls,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Securian Financial Foundation,"St Paul, MN United States",Build Wealth Mn Inc,"Minneapolis, MN United States",Youth Stabilization Program,https://apps.irs.gov/pub/epostcard/cor/363608619_202212_990PF_2023102521779251.pdf
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults; Parents; Academics; Activists,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Susan Crown Exchange Inc,"Chicago, IL United States",Markup News Inc,"New York City, NY United States",PUBLIC CHARITY,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Texas Association of Dairymen Inc,"Austin, TX United States",TEXAS TRIBUNE INC,"Austin, TX United States",CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Advocacy; Ethics and accountability; Systems reform,TRANSACTION TYPE: Cash grants,The Barry and Mimi Sternlicht Foundation,"Wilmington, DE United States","PRO Publica, Inc.","New York City, NY United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: American Indians,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Chicago Community Trust,"Chicago, IL United States",Native American Journalists Association,"Norman, OK United States",General operating support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism; Constituency journalism",POPULATION SERVED: Adults; Children and youth; Family relationships; Ethnic and racial groups,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The Community Foundation for Northeast Florida,"Jacksonville, FL United States",WJCT INC,"Jacksonville, FL United States",WJCT PUBLIC MEDIA LOCAL JOURNALISM INITIATIVE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism education",POPULATION SERVED: Adults; Children and youth; Family relationships; Ethnic and racial groups,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The Community Foundation for Northeast Florida,"Jacksonville, FL United States",WJCT INC,"Jacksonville, FL United States",LOCAL JOURNALISM INITIATIVE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Davidson Family Foundation,"San Jose, CA United States",San Jose News Bureau,"San Jose, CA United States",COMMUNITY SERVICE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Evjue Foundation Inc,"Madison, WI United States",Wisconsin Center for Investigative Journalism,"Madison, WI United States",SUPPORT OPERATIONS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Fine and Greenwald Foundation C/o Marsha Soffer,"Miami, FL United States",The Center for Investigative Reporting,"Emeryville, CA United States",MEDIA,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Ethics and accountability,TRANSACTION TYPE: Cash grants,The Finzen-Clark Family Foundation,"Dallas, SD United States",Center for Public Integrity,"Washington, DC United States",CHARITABLE GIFT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Self-employed people; Unemployed people; Veterans; Retired people; People with hearing impairments; People with physical disabilities,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Forman Family Foundation,"Philadelphia, PA United States",Smart Elections Inc,"Brooklyn, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Gary W Rollins Foundation C/o Rfa Management Co LLC,"Atlanta, GA United States",America First Policy Institute,"Arlington, VA United States",GENERAL OPERATING FUNDS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Greater New Orleans Foundation,"New Orleans, LA United States",Lede New Orleans Inc,"New Orleans, LA United States",ARTS/CULTURE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Constituency journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Howard S Dubin Family Foundation,"Evanston, IL United States",Wbez Chicago Public Radio,"CHICAGO, IL United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Lubar Family Foundation Inc,"Milwaukee, WI United States",Wisconsin Center for Investigative Journalism,"Madison, WI United States",CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Lumpkin Family Foundation,"Mattoon, IL United States",FOOD AND ENVIRONMENT REPORTING NETWORK,"New York City, NY United States",ENVIRONMENT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media applications and tools; Geographic Information Systems; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Activists; Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Neall Family Charitable Foundation C/o Thompson Greenspon,"Fairfax, VA United States",FRACTRACKER ALLIANCE,"Camp Hill, PA United States",GENERAL CHARITABLE PURPOSES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults; Adolescents; Ethnic and racial groups; Students; Teachers,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Palo Alto Community Fund,"Palo Alto, CA United States",Keplers Literary Foundation,"Menlo Park, CA United States",GENERAL OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $10,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Peter Jennings Foundation Inc,"New York City, NY United States","Committee to Protect Journalists, Inc.","New York City, NY United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
